STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,matagent,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1100,EU_V,2005,247.2,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1200,EU_V,2005,108.5,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1300,EU_V,2005,3.2,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1400,EU_V,2005,370.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1500,EU_V,2005,31.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1600,EU_V,2005,1.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1700,EU_V,2005,45.5,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1800,EU_V,2005,41.0,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_1900,EU_V,2005,3.1,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,G,MAT_2000,EU_V,2005,8.2,
